"%""Heat"	and	Mass	Transfer	"Experiment"""						
"%""Data"	"file"""									
"%""The"	time	is	"15:10:06.59."""							
"%""The"	date	is	"8-30-2005."""							
"%""Sec."	" Volts"""	Volts	Volts	Deg C	Deg C	Deg C	Deg C	kg/h	kg/h	kg/h
"%""Time"	 Cold	 Hot	" Total"""	T1   	T2   	T4   	T5   	Cold	Hot	Total
2.73	2.95	2.79	18.36	50.68	42.88	35.81		307.0360017		
2.72	2.94	2.94	17.99	51.04	43.97	35.09		306.5172905		
2.69	2.84	2.77	17.99	51.04	43.07	34.18		301.2808593		
2.67	2.94	2.74	18.36	50.68	41.98	34.54		306.5172905		
2.67	2.91	2.75	17.8	51.04	43.97	35.09		304.9558415		
2.67	2.92	2.81	18.55	50.68	43.97	35.81		305.477215		
2.71	2.91	2.75	18.55	50.68	45.79	36.17		304.9558415		
2.68	2.93	2.86	17.99	51.04	42.16	34.91		305.9976965		
2.73	2.92	2.84	18.55	50.68	43.25	35.45		305.477215		
2.72	2.77	2.82	18.36	50.86	42.16	34.54		297.5603008		
2.7	2.88	2.77	18.36	50.68	43.61	35.09		303.3863227		
2.73	2.9	2.8	18.55	50.5	43.25	35.27		304.4335713		
2.76	2.98	2.67	18.36	50.68	42.7	35.63		308.5868823		
2.76	2.99	2.83	18.17	50.86	42.16	35.81		309.1021063		
2.73	2.95	2.75	18.36	50.68	43.07	35.99		307.0360017		
2.75	2.92	2.92	18.17	51.04	44.7	36.17		305.477215		
2.76	3	2.89	18.36	50.86	43.61	35.45		309.6164694		
2.7	2.98	2.78	18.36	50.68	43.97	35.09		308.5868823		
2.72	2.94	2.64	17.8	51.04	41.43	34.91		306.5172905		
2.69	2.88	2.74	18.17	50.86	42.7	35.45		303.3863227		
2.66	2.85	2.79	17.62	51.23	43.97	35.09		301.8086079		
2.71	2.94	2.81	17.8	51.23	43.61	35.63		306.5172905		
2.73	2.61	2.84	18.36	51.04	44.15	35.27		288.8754983		
2.67	2.92	2.73	17.8	51.23	41.8	35.45		305.477215		
2.71	2.87	2.68	17.8	51.23	43.43	35.27		302.8613348		
2.7	2.94	2.74	17.99	51.04	42.34	35.27		306.5172905		
2.72	2.93	2.87	17.8	51.23	43.25	34.72		305.9976965		
2.72	2.96	2.88	17.62	51.23	43.97	35.27		307.5538344		
2.73	2.9	2.69	17.8	51.04	43.25	34.18		304.4335713		
2.75	3.03	2.79	17.62	51.23	42.7	34.36		311.1544364		
2.72	2.85	2.92	17.99	51.04	43.25	34.72		301.8086079		
2.72	3	2.77	17.8	51.04	42.52	35.09		309.6164694		
2.73	2.81	2.74	18.55	50.68	44.52	35.27		299.6920139		
2.73	2.88	2.74	18.36	50.86	42.7	35.09		303.3863227		
2.73	3.01	2.74	17.99	51.23	43.43	35.45		310.1299759		
2.75	2.99	2.89	18.55	50.68	43.43	35.63		309.1021063		
2.74	2.88	2.82	18.55	50.86	43.61	35.63		303.3863227		
2.71	3.04	2.85	18.36	50.86	42.52	36.17		311.6653987		
2.78	2.99	2.67	18.55	50.68	43.07	36.36		309.1021063		
2.78	2.98	2.85	18.55	50.68	43.79	35.45		308.5868823		
2.74	2.98	2.81	18.36	50.86	43.97	35.81		308.5868823		
2.75	3.03	2.77	18.36	50.68	43.97	35.63		311.1544364		
2.72	3.01	2.88	17.99	51.04	42.34	35.63		310.1299759		
2.77	3.01	2.66	18.36	50.86	43.79	35.45		310.1299759		
2.77	2.89	2.92	18.55	50.68	42.52	35.27		303.9104		
2.78	2.94	2.87	18.17	50.86	43.97	35.45		306.5172905		
2.76	2.93	2.57	18.17	50.68	43.61	35.27		305.9976965		
2.75	2.98	2.84	17.62	51.23	43.07	35.27		308.5868823		
2.75	2.91	2.93	18.17	50.86	43.07	35.09		304.9558415		
2.73	2.99	2.84	18.36	50.68	43.79	34.91		309.1021063		
2.71	2.91	2.83	17.8	51.23	43.79	35.45		304.9558415		
2.71	2.94	2.79	18.17	50.86	43.25	35.27		306.5172905		
2.76	2.93	2.9	17.62	51.23	43.25	35.09		305.9976965		
2.72	2.99	2.77	17.62	51.23	44.52	35.27		309.1021063		
2.79	2.99	2.8	18.17	51.04	44.34	35.45		309.1021063		
2.76	3	2.88	17.8	51.23	44.52	34.91		309.6164694		
2.74	3.07	2.81	17.62	51.23	44.52	34.91		313.1932639		
2.76	2.99	2.83	17.99	51.04	43.97	34.91		309.1021063		
2.77	2.98	2.91	17.62	51.23	42.7	34.36		308.5868823		
2.74	3.05	2.79	17.62	50.86	42.34	35.09		312.1755213		
2.76	2.98	2.8	17.99	51.04	43.25	34.54		308.5868823		
2.77	3.07	2.87	17.8	51.23	44.15	34.36		313.1932639		
2.8	2.96	2.76	18.55	50.86	42.7	34.72		307.5538344		
2.78	2.99	2.83	17.99	51.04	41.43	34.72		309.1021063		
2.77	3.03	2.8	18.55	50.68	42.52	35.27		311.1544364		
2.78	3.02	2.76	18.55	50.68	43.43	34.91		310.6426302		
2.75	2.98	2.84	17.99	51.04	43.79	34.72		308.5868823		
2.75	2.9	2.86	18.36	50.86	44.15	35.09		304.4335713		
2.74	2.94	2.9	18.73	50.68	41.8	35.27		306.5172905		
2.76	3.02	2.89	17.99	51.04	43.97	34.91		310.6426302		
2.74	3	2.86	18.36	50.86	43.97	35.27		309.6164694		
2.72	2.98	2.83	18.36	50.68	44.15	35.45		308.5868823		
2.68	2.9	2.8	18.17	51.04	42.88	35.09		304.4335713		
2.71	2.97	2.78	18.17	50.86	42.52	35.45		308.0707931		
2.69	2.89	2.76	17.8	51.23	43.79	35.09		303.9104		
2.68	2.86	2.88	17.8	51.04	43.25	34.91		302.3354315		
2.73	2.97	2.85	18.36	50.86	44.34	35.27		308.0707931		
2.72	2.98	2.69	17.62	51.23	43.25	34.54		308.5868823		
2.71	2.71	2.8	17.99	51.23	43.61	34.72		294.3336605		
2.75	2.87	2.81	17.8	51.23	43.25	35.09		302.8613348		
2.69	2.94	2.81	17.62	51.23	44.15	34.91		306.5172905		
2.75	2.96	2.8	17.62	51.23	43.97	35.45		307.5538344		
2.71	2.98	2.74	17.99	51.23	43.25	35.45		308.5868823		
2.73	2.91	2.8	17.62	51.23	44.15	35.27		304.9558415		
2.69	2.94	2.69	18.17	50.68	43.07	35.45		306.5172905		
2.7	2.96	2.78	17.99	51.04	43.43	35.81		307.5538344		
2.71	2.92	2.83	17.8	51.23	43.43	35.63		305.477215		
2.73	2.99	2.89	18.55	50.68	42.34	35.45		309.1021063		
2.75	2.92	2.58	17.99	51.04	43.97	35.45		305.477215		
2.77	3.01	2.84	18.36	50.86	42.34	35.09		310.1299759		
2.76	3.04	2.76	18.55	50.68	43.61	34.91		311.6653987		
2.63	2.83	2.68	17.99	51.04	43.79	35.09		300.7521807		
2.52	2.79	2.62	18.36	50.86	45.06	35.09		298.6280675		
2.54	2.73	2.63	18.55	50.68	43.07	34.72		295.4131399		
2.59	2.81	2.62	18.17	51.04	42.34	35.27		299.6920139		
2.57	2.81	2.66	18.36	50.86	43.25	35.63		299.6920139		
2.7	2.95	2.53	17.8	51.23	45.42	35.45		307.0360017		
2.76	2.94	2.81	17.99	51.04	42.7	35.81		306.5172905		
2.74	2.99	2.76	18.36	50.68	43.79	35.99		309.1021063		
2.74	2.95	2.74	17.62	51.23	43.79	35.27		307.0360017		
2.76	2.88	2.71	17.99	51.04	43.25	35.81		303.3863227		
2.78	3.07	2.95	17.62	51.23	43.61	34.72		313.1932639		
2.78	2.99	2.78	17.62	51.23	45.42	34.91		309.1021063		
2.76	3.05	2.79	18.17	51.04	43.25	34.91		312.1755213		
2.77	3.02	2.69	17.62	51.23	43.07	34.91		310.6426302		
2.74	2.97	2.89	17.62	51.23	43.97	35.27		308.0707931		
2.77	2.98	2.81	17.8	51.23	43.25	35.27		308.5868823		
2.75	3.01	2.67	17.62	51.23	45.06	35.81		310.1299759		
2.74	2.91	2.71	17.43	51.23	43.97	35.63		304.9558415		
2.73	2.95	2.86	17.8	51.23	44.7	35.09		307.0360017		
2.71	2.95	2.79	17.62	51.23	44.15	34.72		307.0360017		
2.77	3.02	2.75	18.36	50.86	43.97	34.72		310.6426302		
2.73	2.98	2.77	17.99	51.04	44.15	35.27		308.5868823		
2.76	2.93	2.79	17.62	51.23	44.15	35.09		305.9976965		
2.78	3.06	2.66	18.36	50.68	43.43	35.63		312.6848083		
2.77	2.96	2.86	18.17	51.04	44.15	35.63		307.5538344		
2.75	3.02	2.74	18.36	50.68	43.25	35.27		310.6426302		
2.71	2.99	2.85	18.36	50.86	44.15	34.72		309.1021063		
2.73	3.01	2.81	17.99	51.04	43.61	35.81		310.1299759		
2.78	3	2.79	18.36	50.68	42.7	35.99		309.6164694		
2.71	2.88	2.86	18.36	50.86	42.88	36.17		303.3863227		
2.72	2.99	2.81	18.17	50.86	43.61	35.63		309.1021063		
2.7	2.97	2.87	18.17	50.68	42.88	35.09		308.0707931		
2.73	2.89	2.88	17.8	51.23	43.61	35.45		303.9104		
2.75	2.96	2.86	17.99	50.86	43.79	35.63		307.5538344		
2.73	2.99	2.81	18.17	50.86	42.88	35.81		309.1021063		
2.71	2.92	2.8	17.8	51.23	44.52	35.09		305.477215		
2.73	2.96	2.89	18.17	50.86	44.15	34.72		307.5538344		
2.72	2.79	2.73	17.43	51.23	44.7	34.91		298.6280675		
2.75	2.98	2.91	17.62	51.23	43.25	35.63		308.5868823		
2.76	2.92	2.79	18.17	50.86	43.07	36.17		305.477215		
2.72	2.97	2.84	17.62	51.23	41.98	34.54		308.0707931		
2.75	2.97	2.73	17.8	51.04	43.61	34.72		308.0707931		
2.74	3.01	2.75	17.8	51.23	42.88	35.27		310.1299759		
2.74	3.01	2.83	17.62	51.23	44.15	35.63		310.1299759		
2.74	2.91	2.8	17.62	51.23	43.07	35.45		304.9558415		
2.72	2.8	2.76	17.62	51.23	42.88	33.82		299.1605157		
2.76	3.02	2.58	17.43	51.23	43.25	34.72		310.6426302		
2.74	3	2.91	17.99	50.86	42.16	35.45		309.6164694		
2.73	2.86	2.93	17.62	51.23	41.98	34.91		302.3354315		
2.76	3.01	2.8	17.43	51.23	43.07	34.18		310.1299759		
2.73	2.98	2.82	17.99	51.04	43.61	35.27		308.5868823		
2.74	3.01	2.81	17.8	51.23	42.7	35.09		310.1299759		
2.72	2.98	2.76	18.36	50.68	44.52	34.91		308.5868823		
2.75	2.95	2.82	17.8	50.86	43.07	35.27		307.0360017		
2.74	2.89	2.6	17.43	51.23	42.88	35.27		303.9104		
2.7	2.97	2.92	18.36	50.68	43.25	35.09		308.0707931		
2.68	2.97	2.57	17.99	50.86	42.7	35.45		308.0707931		
2.74	2.93	2.71	18.36	50.68	42.7	35.09		305.9976965		
2.67	2.95	2.42	18.36	50.68	43.97	35.27		307.0360017		
2.67	2.91	2.54	17.8	50.86	43.97	35.45		304.9558415		
2.69	2.82	2.85	18.17	50.86	43.43	35.09		300.2225672		
2.7	2.89	2.59	18.36	50.68	42.52	35.63		303.9104		
2.71	2.96	2.79	18.17	50.86	43.43	34.91		307.5538344		
2.72	2.87	2.74	18.36	50.68	42.7	35.99		302.8613348		
2.71	3.04	2.78	17.8	51.04	41.98	34.72		311.6653987		
2.74	2.96	2.83	17.99	50.68	41.98	35.99		307.5538344		
2.76	2.99	2.87	18.36	50.68	42.7	35.27		309.1021063		
2.72	3.02	2.88	17.8	51.04	43.07	35.45		310.6426302		
2.71	2.86	2.87	17.99	50.68	42.7	35.09		302.3354315		
2.74	2.97	2.76	17.62	51.23	43.97	35.63		308.0707931		
2.73	2.88	2.81	17.8	51.04	44.15	35.09		303.3863227		
2.74	2.92	2.75	17.99	50.86	43.97	35.63		305.477215		
2.72	2.97	2.89	17.43	51.23	43.79	34.36		308.0707931		
2.74	2.97	2.76	17.8	51.04	43.97	35.63		308.0707931		
2.76	3.01	2.75	17.62	51.23	44.34	34.54		310.1299759		
2.75	2.99	2.79	17.43	51.23	42.16	35.63		309.1021063		
2.72	3.01	2.9	17.8	51.04	43.61	34.91		310.1299759		
2.7	2.98	2.72	17.43	51.23	43.43	34.91		308.5868823		
2.69	2.93	2.64	17.62	51.23	44.15	34.72		305.9976965		
2.66	2.77	2.75	17.8	51.04	42.16	34.72		297.5603008		
2.75	2.95	2.8	17.62	51.23	43.25	35.45		307.0360017		
2.5	2.85	2.78	17.62	51.04	43.25	34.54		301.8086079		
2.51	2.94	2.84	17.43	51.04	43.97	35.27		306.5172905		
2.55	3.05	2.8	17.24	51.23	43.43	34		312.1755213		
2.52	3.02	2.9	17.62	51.04	42.7	34.72		310.6426302		
2.56	2.91	2.87	17.62	51.04	43.97	34.91		304.9558415		
2.53	2.99	2.91	17.43	51.23	41.98	34.54		309.1021063		
2.55	3.02	2.93	17.62	51.04	43.25	35.09		310.6426302		
2.57	2.94	2.84	17.43	51.04	43.25	33.82		306.5172905		
2.55	2.98	3.06	18.17	50.86	43.97	34.72		308.5868823		
2.55	3.04	2.85	17.8	51.23	42.34	34.72		311.6653987		
2.57	3.04	2.89	18.17	50.68	43.07	34.72		311.6653987		
2.57	3.08	2.86	17.62	51.04	41.98	35.45		313.700892		
2.57	3.07	2.97	17.43	51.23	42.52	33.82		313.1932639		
2.52	3.07	2.94	17.99	50.68	43.61	35.09		313.1932639		
2.49	2.95	2.9	17.62	51.04	42.34	34.54		307.0360017		
2.49	2.9	2.73	18.36	50.68	43.25	34.72		304.4335713		
2.5	2.9	2.87	17.99	50.86	43.97	35.27		304.4335713		
2.49	2.96	2.9	17.62	51.04	44.15	34.36		307.5538344		
2.52	2.89	2.77	18.17	50.68	43.61	34.36		303.9104		
2.53	2.95	2.92	17.8	51.04	42.16	35.27		307.0360017		
2.51	3.03	2.72	18.17	50.68	42.34	35.63		311.1544364		
2.51	2.98	2.8	18.36	50.68	43.07	34.72		308.5868823		
2.52	2.96	2.81	17.8	51.04	42.34	35.45		307.5538344		
2.54	3.01	2.95	17.99	50.68	42.52	35.09		310.1299759		
2.55	2.94	2.97	18.17	50.68	42.52	34.72		306.5172905		
2.55	3.02	2.97	17.99	50.86	42.34	36.36		310.6426302		
2.55	3.03	2.91	18.17	50.68	43.43	35.09		311.1544364		
2.54	2.96	2.74	18.17	50.68	44.15	34.91		307.5538344		
2.57	3.05	2.82	17.99	50.86	43.79	35.63		312.1755213		
2.57	3.03	2.93	18.17	50.68	43.79	35.27		311.1544364		
2.53	3.02	2.79	17.43	51.23	44.34	34		310.6426302		
2.56	3.01	2.93	17.99	50.86	43.43	35.45		310.1299759		
2.53	3.02	2.92	17.99	50.86	43.25	35.27		310.6426302		
2.52	2.81	2.69	17.43	51.23	44.15	34.72		299.6920139		
2.52	2.97	2.88	17.8	51.04	43.97	34.91		308.0707931		
2.5	2.95	2.8	17.43	51.23	43.25	34.91		307.0360017		
2.5	2.96	2.85	17.43	51.23	43.79	35.63		307.5538344		
2.48	2.97	2.85	17.62	51.04	41.8	34.91		308.0707931		
2.49	2.91	2.93	17.43	51.04	42.88	34		304.9558415		
2.48	2.83	2.81	17.43	51.23	43.97	35.27		300.7521807		
2.51	2.95	2.97	17.8	51.04	43.61	35.27		307.0360017		
2.52	3.04	2.86	17.43	51.04	41.43	34.54		311.6653987		
2.54	2.97	2.91	17.99	50.68	41.8	34.72		308.0707931		
2.5	3	2.91	17.62	51.04	43.61	34.36		309.6164694		
2.55	2.99	2.81	17.43	51.23	43.79	35.09		309.1021063		
2.49	3	2.83	17.8	50.86	42.88	35.63		309.6164694		
2.49	2.96	2.68	17.62	51.04	42.16	34.72		307.5538344		
2.49	3	2.83	18.36	50.68	43.61	34.91		309.6164694		
2.53	2.98	2.79	17.8	50.86	41.25	34.91		308.5868823		
2.49	3	2.82	17.62	51.04	42.7	35.27		309.6164694		
2.54	2.99	2.88	17.99	50.68	43.07	35.99		309.1021063		
2.54	3.02	2.82	17.8	50.86	42.52	34.72		310.6426302		
2.53	2.97	2.88	17.99	50.68	43.43	34.91		308.0707931		
2.52	3.03	2.81	18.17	50.68	43.61	35.09		311.1544364		
2.53	3.04	2.84	18.17	50.68	42.88	35.45		311.6653987		
2.55	3.08	2.7	17.8	50.86	43.25	35.99		313.700892		
2.58	2.89	2.93	18.17	50.5	41.98	34.91		303.9104		
2.54	3.01	2.92	17.8	51.04	43.07	34.91		310.1299759		
2.58	3.06	2.54	17.8	50.86	42.16	34.91		312.6848083		
2.58	3.07	2.93	18.17	50.68	41.98	35.09		313.1932639		
2.58	2.98	2.89	17.62	51.04	43.97	35.27		308.5868823		
2.57	3.03	3.12	17.99	50.68	42.16	35.63		311.1544364		
2.57	3.04	2.86	17.24	51.23	42.7	35.27		311.6653987		
2.55	2.95	2.9	17.8	50.86	44.52	34.54		307.0360017		
2.55	3	2.73	17.99	50.68	43.61	34.54		309.6164694		
2.51	2.86	2.93	17.24	51.23	43.61	34.36		302.3354315		
2.49	2.92	2.87	17.8	51.04	43.43	35.45		305.477215		
2.49	2.97	2.71	17.43	51.23	41.8	35.09		308.0707931		
2.54	2.96	2.77	17.24	51.23	42.16	35.27		307.5538344		
2.52	3.02	2.92	17.43	51.04	42.34	35.09		310.6426302		
2.49	2.96	2.48	17.62	51.04	43.43	35.27		307.5538344		
2.5	2.92	2.91	17.24	51.23	42.16	34.72		305.477215		
2.5	2.95	2.87	17.62	50.86	43.79	35.09		307.0360017		
2.48	2.94	2.87	17.43	51.04	43.43	34.54		306.5172905		
2.46	2.93	2.83	18.17	50.5	41.07	35.09		305.9976965		
2.46	2.87	2.86	17.99	50.86	43.25	34.18		302.8613348		
2.44	2.91	2.63	17.43	51.04	43.25	34.18		304.9558415		
2.46	2.93	2.78	18.17	50.5	41.98	35.09		305.9976965		
2.49	2.96	2.85	17.99	50.68	44.15	35.45		307.5538344		
2.51	2.93	2.79	17.99	50.68	43.79	35.63		305.9976965		
2.51	3.03	2.81	18.17	50.5	43.43	35.99		311.1544364		
2.49	3.02	2.76	17.99	50.68	44.88	35.63		310.6426302		
2.57	3.06	2.92	17.99	50.86	42.88	35.63		312.6848083		
2.58	3.1	2.85	17.99	50.68	42.34	36.17		314.713682		
2.59	3.03	2.94	17.62	51.04	44.15	35.99		311.1544364		
2.61	3.14	2.97	17.8	50.68	43.97	35.27		316.7295078		
2.59	3.05	2.94	18.17	50.5	43.61	35.09		312.1755213		
2.61	2.98	2.83	17.99	50.86	41.8	35.27		308.5868823		
2.6	3.07	2.78	17.99	50.68	43.25	34.91		313.1932639		
2.56	3.07	2.96	17.43	51.04	43.07	34.91		313.1932639		
2.57	2.99	2.95	17.8	50.86	43.25	34.91		309.1021063		
2.56	3.07	2.96	18.17	50.68	43.07	34.54		313.1932639		
2.54	3.05	2.95	17.62	51.23	43.61	34.91		312.1755213		
2.53	2.83	2.86	17.8	50.86	43.79	34.91		300.7521807		
2.53	3.02	2.93	17.24	51.23	43.97	34.36		310.6426302		
2.52	3.01	2.85	17.24	51.23	43.07	34.72		310.1299759		
2.53	2.95	2.71	17.8	50.86	42.88	34		307.0360017		
2.52	3.01	2.94	17.24	51.23	43.97	34.18		310.1299759		
2.51	3	2.91	17.24	51.04	41.43	34.72		309.6164694		
2.5	3.02	2.93	17.43	51.04	43.25	34		310.6426302		
2.52	2.96	2.89	17.43	51.04	43.43	34		307.5538344		
2.56	3.07	2.89	17.8	50.86	42.16	34.72		313.1932639		
2.56	3.04	2.84	17.62	51.04	43.07	34		311.6653987		
2.57	2.97	2.8	17.24	51.23	42.16	34.54		308.0707931		
2.52	3.1	2.83	17.8	50.86	41.8	35.09		314.713682		
2.56	3.06	2.99	17.43	51.04	42.7	34.72		312.6848083		
2.57	3.11	2.88	18.17	50.5	41.8	35.45		315.2188518		
2.55	3.03	2.78	17.8	50.86	41.07	35.27		311.1544364		
2.52	3.04	2.92	17.43	51.04	42.52	34.91		311.6653987		
2.57	3.01	2.87	17.99	50.68	43.43	34.91		310.1299759		
2.5	2.77	2.89	17.43	51.04	42.34	34.72		297.5603008		
2.52	3	2.96	17.99	50.68	44.52	34.36		309.6164694		
2.53	2.99	2.8	17.8	50.86	42.52	34.54		309.1021063		
2.5	3.01	2.85	17.62	51.04	44.15	34		310.1299759		
2.53	3.04	2.82	18.17	50.68	42.34	35.27		311.6653987		
2.54	3.05	2.84	17.8	50.86	41.8	34.91		312.1755213		
2.57	2.81	2.84	17.99	50.68	43.43	36.17		299.6920139		
2.57	3.02	2.88	18.17	50.5	42.34	35.45		310.6426302		
2.5	3.06	2.72	17.62	50.86	41.98	34.72		312.6848083		
2.54	3.02	2.87	17.99	50.68	42.7	34.72		310.6426302		
2.53	3.04	2.91	17.99	50.68	41.98	34.54		311.6653987		
2.53	3	2.95	17.8	50.86	43.79	35.09		309.6164694		
2.55	3.07	2.94	17.99	50.68	41.8	35.63		313.1932639		
2.56	3.03	2.96	17.99	50.5	40.53	35.45		311.1544364		
2.56	3.05	2.89	17.8	50.86	42.7	35.09		312.1755213		
2.53	3	2.85	17.8	50.68	42.16	35.09		309.6164694		
2.54	3.05	2.69	17.24	51.04	43.79	34.72		312.1755213		
2.54	3.03	2.88	17.8	50.68	41.98	35.27		311.1544364		
2.53	3.03	2.91	17.99	51.23	42.52	34.72		311.1544364		
2.54	2.98	2.75	17.24	51.23	42.34	35.09		308.5868823		
2.54	2.99	2.92	17.8	50.86	43.79	34.91		309.1021063		
2.55	3.04	3	17.24	51.23	44.52	34.72		311.6653987		
2.58	3.07	2.97	17.62	51.04	43.79	35.27		313.1932639		
2.57	3.1	2.98	17.43	51.04	42.88	34.72		314.713682		
2.54	2.9	2.65	17.24	51.23	43.97	34.18		304.4335713		
2.54	3.04	2.95	17.62	51.04	43.43	34.54		311.6653987		
2.56	3.06	2.9	17.24	51.23	42.88	34.91		312.6848083		
2.55	3.04	2.87	17.06	51.23	43.79	35.09		311.6653987		
2.58	3.09	2.87	17.43	50.86	44.34	34		314.2076967		
2.54	3	2.98	17.24	51.23	43.07	34.18		309.6164694		
2.53	2.98	2.81	17.24	51.23	43.79	34.91		308.5868823		
2.52	3.04	2.88	17.62	51.04	42.88	35.09		311.6653987		
2.53	3.05	2.81	17.43	51.04	43.25	34.54		312.1755213		
2.55	3.03	2.93	17.99	50.68	42.88	34.91		311.1544364		
2.54	3.01	2.94	17.43	51.04	43.43	35.09		310.1299759		
2.55	3.02	2.9	17.43	51.04	43.97	35.27		310.6426302		
2.57	3.1	2.85	17.99	50.68	41.8	34.54		314.713682		
2.55	3.01	3.01	17.43	51.04	42.7	34.18		310.1299759		
2.54	2.98	2.94	18.17	50.68	41.25	35.45		308.5868823		
2.51	2.92	2.93	17.8	50.68	43.25	35.27		305.477215		
2.53	3.02	2.83	17.24	51.04	44.52	35.27		310.6426302		
2.52	3.01	2.81	18.17	50.5	41.43	34.18		310.1299759		
2.54	3.06	2.76	17.8	50.86	44.15	34.18		312.6848083		
2.53	2.95	2.97	17.8	50.68	44.15	35.27		307.0360017		
2.53	3	2.78	18.17	50.5	41.61	35.63		309.6164694		
2.52	3.02	2.71	17.62	50.68	42.88	35.27		310.6426302		
2.53	3.04	2.84	17.8	50.68	43.61	34.72		311.6653987		
2.54	3.07	2.76	18.17	50.68	42.88	34.72		313.1932639		
2.52	3.03	2.91	17.8	50.86	43.97	35.27		311.1544364		
2.54	3.02	3	17.99	50.68	43.79	35.63		310.6426302		
2.56	2.98	1.84	17.43	51.04	44.52	35.27		308.5868823		
2.57	3.01	2.66	17.8	50.86	42.88	35.27		310.1299759		
2.51	2.99	2.9	17.8	50.68	43.61	35.09		309.1021063		
2.53	2.99	2.77	17.43	51.04	43.07	34.54		309.1021063		
2.57	2.92	2.98	17.99	50.86	43.43	35.27		305.477215		
2.54	3.07	2.89	17.24	51.23	44.34	35.27		313.1932639		
2.54	2.97	2.72	17.24	51.04	43.07	35.27		308.0707931		
2.54	3.02	2.93	17.8	50.86	44.15	34.91		310.6426302		
2.54	3.03	2.93	17.24	51.23	42.7	34		311.1544364		
2.51	3.01	2.64	17.24	51.23	43.07	34.54		310.1299759		
2.51	2.96	2.89	17.62	51.04	42.88	35.27		307.5538344		
2.51	2.99	2.92	17.06	51.23	42.7	35.09		309.1021063		
2.49	2.99	2.98	17.24	51.04	44.15	35.27		309.1021063		
2.5	2.94	2.91	17.43	51.04	43.79	34		306.5172905		
2.5	3.04	2.87	17.24	51.23	43.79	34.36		311.6653987		
2.54	2.8	2.86	17.99	50.68	41.07	35.27		299.1605157		
2.52	3.03	2.79	17.43	51.04	43.61	35.09		311.1544364		
2.5	3.01	3.01	17.24	51.23	42.88	34.72		310.1299759		
2.53	3.03	2.99	17.99	50.68	43.07	34.72		311.1544364		
2.53	3.03	2.86	17.62	51.04	42.34	34.72		311.1544364		
2.53	3.09	2.86	17.8	50.68	43.79	35.45		314.2076967		
2.53	3.04	2.78	18.17	50.68	42.88	35.27		311.6653987		
2.52	3	2.89	17.99	50.86	43.25	34.72		309.6164694		
2.46	2.92	2.74	17.8	50.68	43.61	34.54		305.477215		
2.4	2.85	2.72	17.99	50.5	43.07	34.72		301.8086079		
2.48	2.99	2.76	17.62	51.04	43.97	35.09		309.1021063		
2.54	3.04	2.82	17.8	50.68	42.52	35.27		311.6653987		
2.54	3	3.1	18.17	51.23	43.25	35.27		309.6164694		
2.52	2.92	2.89	17.62	51.04	42.88	35.63		305.477215		
2.57	3.14	2.86	17.8	50.86	43.43	35.63		316.7295078		
2.56	3.03	2.8	17.24	51.23	41.61	35.45		311.1544364		
2.57	3.03	2.98	17.62	51.23	42.7	35.81		311.1544364		
2.58	3.11	2.78	17.43	51.23	42.88	35.09		315.2188518		
2.55	3.05	2.88	17.24	51.23	44.7	35.45		312.1755213		
2.57	3.08	2.99	17.62	51.04	43.43	35.63		313.700892		
2.54	3.07	2.96	17.24	51.23	43.79	35.09		313.1932639		
2.53	2.97	2.78	17.06	51.23	43.61	35.45		308.0707931		
2.53	3.04	2.78	17.43	51.04	43.79	35.27		311.6653987		
2.55	2.94	2.89	17.24	51.23	43.07	34.91		306.5172905		
2.56	3.03	2.97	17.24	51.23	44.15	34.54		311.1544364		
2.54	3.02	2.86	17.62	51.04	43.07	34.72		310.6426302		
2.53	2.95	2.94	17.24	51.23	43.25	34		307.0360017		
2.55	3.02	2.76	17.99	50.86	42.16	34.54		310.6426302		
2.53	3.07	2.95	17.43	51.04	43.61	34.18		313.1932639		
2.57	2.87	2.94	17.24	51.23	43.25	34.54		302.8613348		
2.57	3.02	2.77	17.99	50.86	43.79	34.72		310.6426302		
2.53	2.98	2.93	17.43	51.04	42.52	35.09		308.5868823		
2.55	2.89	2.85	18.17	50.68	43.79	35.45		303.9104		
2.55	3.06	2.83	17.99	50.86	42.34	35.45		312.6848083		
2.34	2.8	2.54	17.62	51.04	41.61	34.72		299.1605157		
2.34	2.88	2.65	18.17	50.68	43.61	34.91		303.3863227		
2.45	2.96	2.7	18.17	50.68	43.25	34.54		307.5538344		
2.48	3	2.85	17.99	50.68	42.52	35.63		309.6164694		
2.5	2.93	2.86	18.17	50.5	42.34	35.27		305.9976965		
2.51	2.98	2.86	17.99	50.68	43.07	34.72		308.5868823		
2.53	3.04	2.95	17.99	50.68	44.15	35.27		311.6653987		
2.54	3.08	2.96	18.17	50.5	42.52	34.91		313.700892		
2.53	2.97	2.89	17.8	50.86	42.34	34.36		308.0707931		
2.54	3.03	2.88	17.99	50.5	41.8	35.81		311.1544364		
2.52	2.9	2.87	18.17	51.04	43.97	34.91		304.4335713		
2.52	3.01	2.85	17.8	50.86	43.79	34.91		310.1299759		
2.54	2.98	2.77	17.99	50.5	43.97	35.45		308.5868823		
2.55	3.08	2.91	17.62	51.04	43.25	34.91		313.700892		
2.56	3.06	2.79	17.99	50.68	43.25	35.45		312.6848083		
2.53	3.03	2.75	17.24	51.23	43.79	35.09		311.1544364		
